Date,net_pnl_port,equity_port,gross_exposure
2018-01-31,0.0,1.7396439180626588,1.0
2018-02-01,-0.00018024952712291178,1.7393303480690658,1.0
2018-02-02,0.0607152704723461,1.8449342605928392,1.0
2018-02-05,-0.009334606680676783,1.8277125249184998,1.0
2018-02-06,-0.003096289794370438,1.8220533972805515,1.0
2018-02-07,-0.002950577130581972,1.8166772881958362,1.0
2018-02-08,0.0,1.8166772881958362,1.0
2018-02-09,-0.00010736590914854043,1.8164822389871595,1.0
2018-02-12,0.03174059412718183,1.8741384644740855,1.0
2018-02-13,0.005069396254093381,1.8836392149855425,1.0
2018-02-14,-0.02350960530179003,1.839355600510259,1.0
2018-02-15,0.006473304962819881,1.8512623102474324,1.0
2018-02-16,0.0,1.8512623102474324,1.0
2018-02-20,0.0,1.8512623102474324,1.0
2018-02-21,0.0,1.8512623102474324,1.0
2018-02-22,0.0,1.8512623102474324,1.0
2018-02-23,0.0,1.8512623102474324,1.0
2018-02-26,0.0,1.8512623102474324,1.0
2018-02-27,0.0,1.8512623102474324,1.0
2018-02-28,0.0,1.8512623102474324,0.9999999999999999
